index,y
2023-01-01_1J7,61.33855056762695
2023-01-01_WDP,103.70484161376953
2023-01-01_SWS,232.07420349121094
2023-01-01_S3E,369.1803283691406
2023-01-01_RDK,561.837158203125
2023-01-01_I9U,979.8267211914062
2023-01-01_OM7,895.4678955078125
2023-01-01_09U,118.51850128173828
2023-01-01_0S9,527.03173828125
2023-01-01_KO0,2891.743408203125
2023-01-01_4WI,8455.65625
2023-01-01_23N,407.6131591796875
2023-01-01_WVV,514.9193115234375
2023-01-01_TFW,214.48007202148438
2023-01-01_L6F,748.0284423828125
2023-01-01_X3T,745.914794921875
2023-01-01_I8D,519.0917358398438
2023-01-01_EOE,68.70477294921875
2023-01-01_MBC,702.7437133789062
2023-01-01_VS0,98.97944641113281
2023-01-01_EVR,74.68475341796875
2023-01-01_BZL,16.620285034179688
2023-01-01_DF2,40.879486083984375
2023-01-01_APM,10.834388732910156
2023-01-01_ZII,5704.16015625
2023-01-01_12Q,247.1681671142578
2023-01-01_W67,3810.75390625
2023-01-01_ICH,997.2017211914062
2023-01-01_KY2,553.9573364257812
2023-01-01_CS1,530.4336547851562
2023-01-01_4V8,599.71435546875
2023-01-01_214,3256.791748046875
2023-01-01_2YA,7904.349609375
2023-01-01_L15,1048.7850341796875
2023-01-01_PRZ,163.3461456298828
2023-01-01_2UV,2169.79150390625
2023-01-01_OF0,1835.6300048828125
2023-01-01_PCE,465.16900634765625
2023-01-01_UAJ,205.72955322265625
2023-01-01_K75,3129.347900390625
2023-01-01_9RF,1316.6287841796875
2023-01-01_2EW,3772.009033203125
2023-01-01_6E0,2090.99169921875
2023-01-01_033,1270.31640625
2023-01-01_KHT,4471.0166015625
2023-01-01_P8U,1716.3035888671875
2023-01-01_CW1,1186.33056640625
2023-01-01_AK3,1050.8492431640625
2023-01-01_IJR,2045.3502197265625
2023-01-01_CM6,5578.41015625
2023-01-01_NZP,3089.84716796875
2023-01-01_Q62,6555.09130859375
2023-01-01_5SM,528.1973266601562
2023-01-01_19G,1023.1644897460938
2023-01-01_VZD,68.24412536621094
2023-01-01_1AA,87.24020385742188
2023-01-01_IAM,2083.38916015625
2023-01-01_DRI,42.275115966796875
2023-01-01_KAX,60.11383819580078
2023-01-01_BC6,1225.3115234375
2023-01-01_6VM,63.557315826416016
2023-01-01_UCE,42.047752380371094
2023-01-01_0CM,17.786569595336914
2023-01-01_V5L,25.147151947021484
2023-01-01_BI7,46.58972930908203
2023-01-01_Q5M,74.35377502441406
2023-01-01_1EB,216.82757568359375
2023-01-01_AOW,50.164005279541016
2023-01-01_1VL,26.586822509765625
2023-01-01_YX9,76.13777923583984
2023-01-01_7EJ,182.9805908203125
2023-01-01_0WC,14.640220642089844
2023-01-01_NEB,22.86237907409668
2023-01-01_WQR,109.8225326538086
2023-01-01_WQO,44.26539611816406
2023-01-01_LHY,44.205631256103516
2023-01-01_193,20.033052444458008
2023-01-01_PQF,270.1250915527344
2023-01-01_A1R,378.65191650390625
2023-01-01_T2H,230.89353942871094
2023-01-01_9P6,328.7739562988281
2023-01-01_I6E,58.95152282714844
2023-01-01_TMT,3433.534423828125
2023-01-01_6HE,774.4129638671875
2023-01-01_700,2762.250244140625
2023-01-01_SZ5,368.7508239746094
2023-01-01_H2M,23.993276596069336
2023-01-01_OWM,50.26348876953125
2023-01-01_SSM,1299.1502685546875
2023-01-01_G1F,843.6097412109375
2023-01-01_QTM,5575.17529296875
2023-01-01_K6N,7567.53955078125
2023-01-01_N6O,34.108646392822266
2023-01-01_HZ1,49.61426544189453
2023-01-01_ZIK,8053.58984375
2023-01-01_294,4270.65673828125
2023-01-01_Y1C,4345.29052734375
2023-01-01_BUH,2098.16796875
2023-01-01_XM1,2433.4033203125
2023-01-01_0GU,43.912296295166016
2023-01-01_B34,28.543317794799805
2023-01-01_NXN,393.970947265625
2023-01-01_9MC,83.5206069946289
2023-01-01_JFA,1867.655029296875
2023-01-01_AGN,995.4244995117188
2023-01-01_W68,863.3064575195312
2023-01-01_3T2,1189.6854248046875
2023-01-01_WMZ,5089.2666015625
2023-01-01_WO7,5248.2138671875
2023-01-01_BL1,1585.49267578125
2023-01-01_YJK,136.6836395263672
2023-01-01_92P,35.05570983886719
2023-01-01_DS2,1913.1348876953125
2023-01-01_488,2186.234619140625
2023-01-01_RVB,1122.5372314453125
2023-01-01_X2X,5180.7275390625
2023-01-01_4RW,2687.280517578125
2023-01-01_MPO,2879.504638671875
2023-01-01_MX8,4313.15380859375
2023-01-01_MBB,1276.4241943359375
2023-01-01_FTX,785.8561401367188
2023-01-01_PD6,8109.70556640625
2023-01-01_T16,2183.12255859375
2023-01-01_I10,5079.8232421875
2023-01-01_WNT,1522.2872314453125
2023-01-01_4EG,5061.8505859375
2023-01-01_HN1,267.7625732421875
2023-01-01_X3Q,3017.42333984375
2023-01-01_ARC,1558.0472412109375
2023-01-01_T5V,2320.613525390625
2023-01-01_K2M,3148.697998046875
2023-01-01_V2R,6054.40673828125
2023-01-01_PEA,1686.5157470703125
2023-01-01_OE1,4910.8466796875
2023-01-01_T29,1812.2813720703125
2023-01-01_2AC,2049.7412109375
2023-01-01_W14,1000.0
2023-01-01_BDC,1000.0
2023-01-01_P6E,1000.0
2023-01-01_N9K,483.9831848144531
2023-01-01_V2P,1239.6138916015625
2023-01-01_4CZ,8085.4189453125
2023-01-01_9LN,284.7191162109375
2023-01-01_6FB,446.69757080078125
2023-01-01_XXI,853.0269775390625
2023-01-01_959,3182.107421875
2023-01-01_2SG,1913.794189453125
2023-01-01_GW7,6595.8955078125
2023-01-01_CQT,55513.45703125
2023-01-01_B5A,7852.50927734375
2023-01-01_YAQ,1464.79833984375
2023-01-01_RPX,2046.906005859375
2023-01-01_VTP,2281.8583984375
2023-01-01_4MO,321.5947265625
2023-01-01_034,5546.861328125
2023-01-01_VV4,32.149635314941406
2023-01-01_BJ5,116.17799377441406
2023-01-01_KBV,39402.66015625
2023-01-01_J52,7148.1357421875
2023-01-01_56W,10119.6337890625
2023-01-01_94K,3020.721435546875
2023-01-01_C5E,8848.056640625
2023-01-01_VTE,11005.97265625
2023-01-01_KEC,3756.170654296875
2023-01-01_PUW,1998.954345703125
2023-01-01_GMD,60070.328125
2023-01-01_UC4,1675.0130615234375
2023-01-01_6TL,1204.18798828125
2023-01-01_M36,42213.8359375
2023-01-01_X6B,2067.812255859375
2023-01-01_O5P,36329.9609375
2023-01-01_CET,16342.8828125
2023-01-01_E6L,9893.4482421875
2023-01-01_9IV,513.6292724609375
2023-01-01_0ZP,813.9371948242188
2023-01-01_52H,1583.3333740234375
2023-01-01_PWO,2016.097412109375
2023-01-01_3Y4,518.6453857421875
2023-01-01_NSN,1730.1864013671875
2023-01-01_GIE,1534.221923828125
2023-01-01_IJC,12976.63671875
2023-01-01_BJM,6688.68115234375
2023-01-01_TV1,2880.098388671875
2023-01-01_AZV,5370.42236328125
2023-01-01_TCL,1257.59033203125
2023-01-01_VEO,5469.9248046875
2023-01-01_ZSR,2446.23486328125
2023-01-01_4AH,1619.610595703125
2023-01-01_8XN,1874.10888671875
2023-01-01_ESA,7358.37255859375
2023-01-01_2T1,7251.75048828125
2023-01-01_0JU,4394.33642578125
2023-01-01_48S,951.08154296875
2023-01-01_NEG,2429.3310546875
2023-01-01_N6I,11882.7666015625
2023-01-01_0TR,1054.44580078125
2023-01-01_QL3,960.795166015625
2023-01-01_Z76,2023.880615234375
2023-01-01_VBL,742.599365234375
2023-01-01_VMM,4821.8408203125
2023-01-01_BE1,5942.90478515625
2023-01-01_XN6,193.76223754882812
2023-01-01_TGW,1260.598388671875
2023-01-01_GUQ,1791.515625
2023-01-01_ANI,4071.84814453125
2023-01-01_TO8,1081.6053466796875
2023-01-01_I7J,3098.0400390625
2023-01-01_26J,6289.77490234375
2023-01-01_REW,6244.47998046875
2023-01-01_K4X,4081.79833984375
2023-01-01_XL2,3647.239501953125
2023-01-01_H2L,3189.850341796875
2023-01-01_I8O,6404.8388671875
2023-01-01_HXV,4890.52734375
2023-01-01_W06,2577.343505859375
2023-01-01_0YY,27.01866912841797
2023-01-01_UM6,3499.36962890625
2023-01-01_B8A,20.729780197143555
2023-01-01_RF2,118.15562438964844
2023-01-01_JD3,2444.07568359375
2023-01-01_4YU,118.56517028808594
2023-01-01_N7J,1577.9405517578125
2023-01-01_9WY,217.8350830078125
2023-01-01_HOX,31.9420166015625
2023-01-01_B3W,302.4049377441406
2023-01-01_VGQ,321.12908935546875
2023-01-01_BNR,91.47956848144531
2023-01-01_3KU,1486.13720703125
2023-01-01_V4D,154.2482452392578
2023-01-01_EBP,60.927955627441406
2023-01-01_34L,44.88133239746094
2023-01-01_JCW,8281.2119140625
2023-01-01_MK9,215.0341796875
2023-01-01_5S5,13.137222290039062
2023-01-01_BZ0,38.10831069946289
2023-01-01_59A,34.86883544921875
2023-01-01_4IM,23.609601974487305
2023-01-01_CWQ,384.6407470703125
2023-01-01_30I,33.6801643371582
2023-01-01_HW6,30.531967163085938
2023-01-01_JX6,1653.3533935546875
2023-01-01_FBH,1200.29248046875
2023-01-01_E9M,36.57984161376953
2023-01-01_P4J,1816.161865234375
2023-01-01_SH9,10090.62890625
2023-01-01_6DU,124.56656646728516
2023-01-01_J9O,127.70512390136719
2023-01-01_5WG,119.43637084960938
2023-01-01_5PK,608.557861328125
2023-01-01_4PO,6858.2802734375
2023-01-01_72S,160.4645233154297
2023-01-01_XOK,717.479248046875
2023-01-01_GKH,493.7895202636719
2023-01-01_BPW,1740.75390625
2023-01-01_5U5,2182.027099609375
2023-01-01_CJP,459.2108459472656
2023-01-01_NVE,853.4671020507812
2023-01-01_T91,386.5292053222656
2023-01-01_BKJ,965.5562744140625
2023-01-01_XRB,444.4579772949219
2023-01-01_289,113.80840301513672
2023-01-01_87K,163.2150115966797
2023-01-01_EIZ,236.1246337890625
2023-01-01_3W6,837.8787841796875
2023-01-01_HOC,487.76220703125
2023-01-01_651,340.6679992675781
2023-01-01_3NQ,223.64508056640625
2023-01-01_DBV,128.97373962402344
2023-01-01_QV8,36.0655632019043
2023-01-01_QQJ,23.107210159301758
2023-01-01_5GK,107.22518157958984
2023-01-01_FYB,1231.1446533203125
2023-01-01_6WR,165.12205505371094
2023-01-01_5KB,176.60537719726562
2023-01-01_GV0,437.6897888183594
2023-01-01_VML,36.229644775390625
2023-01-01_EPD,350.1782531738281
2023-01-01_FA8,117.12727355957031
2023-01-01_I9K,97.9670181274414
2023-01-01_4UY,38.210872650146484
2023-01-01_CUF,459.9658508300781
2023-01-01_TEP,253.76364135742188
2023-01-01_RYX,134.90716552734375
2023-01-01_O7B,83.00811767578125
2023-01-01_357,109.01598358154297
2023-01-01_EK4,125.34223175048828
2023-01-01_V8D,129.95010375976562
2023-01-01_KY6,926.6709594726562
2023-01-01_I1K,41.83234405517578
2023-01-01_FK3,134.99447631835938
2023-01-01_UMC,79.12628173828125
2023-01-01_L58,12.68221378326416
2023-01-01_8QR,26.903921127319336
2023-01-01_O2O,28.634275436401367
2023-01-01_V6N,112.68404388427734
2023-01-01_BRZ,433.64666748046875
2023-01-01_BUY,134.0013427734375
2023-01-01_C3A,83.32987976074219
2023-01-01_276,64.9088134765625
2023-01-01_8WZ,31.71677017211914
2023-01-01_VI4,514.146484375
2023-01-01_J9C,111.74767303466797
2023-01-01_IOR,63.449398040771484
2023-01-01_NT4,442.76751708984375
2023-01-01_MM6,37.20426559448242
2023-01-01_G10,159.06410217285156
2023-01-01_JCN,2911.89013671875
2023-01-01_OOY,72.30780792236328
2023-01-01_30R,549.7118530273438
2023-01-01_CSD,809.7894897460938
2023-01-01_MIH,3499.42041015625
2023-01-01_XIG,571.00732421875
2023-01-01_8X9,1138.8359375
2023-01-01_GOJ,900.180908203125
2023-01-01_Z2T,987.6590576171875
2023-01-01_YTV,1362.1488037109375
2023-01-01_OD3,449.2733154296875
2023-01-01_JXV,96.94774627685547
2023-01-01_XTG,3143.796142578125
2023-01-01_RR1,1794.7130126953125
2023-01-01_6UW,1311.912841796875
2023-01-01_1PW,2460.176025390625
2023-01-01_IFB,98.61365509033203
2023-01-01_R83,4393.2734375
